Taluk,Locality,Location,Total_Area(sqkm),Year,Urban_Area(sqkm),Vegetation_Area(sqkm),Water_Area(sqkm)
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2021,9.385399171,6.993634671,0.852887586
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2022,9.769017386,6.746365698,0.716538342
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2023,9.969217169,6.643777604,0.618926655
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2024,10.16255323,6.473564995,0.595803198
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2025,10.50016317,6.222610284,0.509147975
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2020,8.438783068,4.018034595,5.851373476
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2021,8.735843428,3.714768422,5.857579289
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2022,9.008194467,3.479673078,5.820323594
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2023,9.256285476,3.381151449,5.670754214
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2024,9.387332369,3.28097932,5.63987945
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2025,9.711903794,3.103109023,5.493178322
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2020,7.393739223,3.263907014,1.97091413
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2021,7.514669854,3.18618203,1.927708483
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2022,7.65099553,3.092499337,1.8850655
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2023,7.948953191,2.87627558,1.803331597
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2024,8.172075544,2.648053388,1.808431435
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2025,8.438202773,2.549568918,1.640788677
Guindy,Alandur,"Guindy, Alandur",18.38838498,2020,8.913300688,7.952277642,1.522806648
Guindy,Alandur,"Guindy, Alandur",18.38838498,2021,9.045716156,7.797465324,1.545203498
Guindy,Alandur,"Guindy, Alandur",18.38838498,2022,9.294734529,7.479893843,1.613756605
Guindy,Alandur,"Guindy, Alandur",18.38838498,2023,9.703225361,7.386034341,1.299125276
Guindy,Alandur,"Guindy, Alandur",18.38838498,2024,9.983003646,7.178959703,1.226421628
Guindy,Alandur,"Guindy, Alandur",18.38838498,2025,10.15662965,7.05395582,1.177799508
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2020,6.020911298,2.832230592,1.21108568
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2021,6.144425458,2.635205914,1.284596199
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2022,6.388472368,2.546874861,1.128880342
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2023,6.538881948,2.451132107,1.074213516
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2024,6.646537077,2.395242389,1.022448105
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2025,6.819554098,2.26903511,0.975638362
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2020,2.270690551,2.685832556,0.815658163
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2021,2.356055658,2.571631353,0.844494258
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2022,2.412860302,2.484575123,0.874745843
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2023,2.529645338,2.435138912,0.807397018
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2024,2.64257418,2.374434342,0.755172746
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2025,2.744430764,2.290720711,0.737029794
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2020,4.412928971,5.772523817,2.851167472
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2021,4.488743473,5.591792012,2.956084775
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2022,4.73058956,5.523365173,2.782665528
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2023,4.929291916,5.41389098,2.693437364
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2024,5.162692471,5.314610645,2.559317145
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2025,5.408025431,5.173801716,2.454793114
Guindy,Kottur,"Guindy, Kottur",19.05094983,2020,6.639746648,5.399982224,7.011220959
Guindy,Kottur,"Guindy, Kottur",19.05094983,2021,7.069284357,5.23101698,6.750648494
Guindy,Kottur,"Guindy, Kottur",19.05094983,2022,7.416005565,4.902229343,6.732714922
Guindy,Kottur,"Guindy, Kottur",19.05094983,2023,7.722802371,4.655619395,6.672528065
Guindy,Kottur,"Guindy, Kottur",19.05094983,2024,7.910207437,4.533759204,6.60698319
Guindy,Kottur,"Guindy, Kottur",19.05094983,2025,8.347318434,4.181197166,6.522434231
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2020,6.106341647,4.150444355,4.239735857
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2021,6.436017612,3.908379502,4.152124746
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2022,6.694644737,3.81760084,3.984276282
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2023,6.81398843,3.549729574,4.132803855
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2024,7.062293281,3.475247086,3.958981492
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2025,7.164195579,3.258487458,4.073838821
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2020,1.863271714,1.775764811,1.436887232
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2021,1.911418811,1.696160681,1.468344265
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2022,1.960883596,1.646005502,1.46903466
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2023,2.062045884,1.571163577,1.442714297
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2024,2.173637368,1.495714064,1.406572325
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2025,2.25671081,1.463202156,1.356010792
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2020,4.24857777,2.758282319,3.508876957
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2021,4.488766996,2.606150316,3.420819734
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2022,4.708506214,2.474287638,3.332943193
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2023,4.882416291,2.344021155,3.2892996
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2024,4.976057454,2.177485723,3.362193869
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2025,5.087686706,2.121071533,3.306978807
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2020,5.538255137,6.803892426,2.339936875
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2021,5.720359585,6.727077974,2.23464688
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2022,6.066363038,6.559368014,2.056353387
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2023,6.423623614,6.273738344,1.984722481
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2024,6.747513173,6.135481069,1.799090197
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2025,6.934004342,5.87462374,1.873456356
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2020,3.653501101,3.42944599,2.670882987
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2021,3.813475847,3.366459194,2.573895036
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2022,3.982218517,3.172837789,2.598773772
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2023,4.058314781,3.048233148,2.647282149
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2024,4.278238888,2.891084029,2.58450716
Madhavaram,Kosapur,"Madhavaram, Kosapur",9.753830077,2025,4.462979501,2.739536223,2.551314354
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2020,4.253386217,4.414701122,1.724279929
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2021,4.495162678,4.283028415,1.614176175
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2022,4.651363345,4.106623929,1.634379995
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2023,4.838418459,3.945235628,1.608713181
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2024,5.055783689,3.754534856,1.582048723
Madhavaram,Manchambakkam,"Madhavaram, Manchambakkam",10.39236727,2025,5.177996921,3.64402508,1.570345267
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2020,3.126640232,1.266838169,2.016250697
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2021,3.195421913,1.177983306,2.036323878
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2022,3.231380526,1.142343784,2.036004788
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2023,3.368882106,1.075664272,1.965182719
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2024,3.417219221,0.993404059,1.999105817
Madhavaram,Mathur,"Madhavaram, Mathur",6.409729098,2025,3.547976868,0.940605099,1.92114713
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2020,4.894402863,2.903023618,6.545930657
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2021,5.148977343,2.675088022,6.519291772
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2022,5.500634027,2.492289032,6.350434078
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2023,5.664996413,2.249487653,6.428873071
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2024,5.814406073,2.083326009,6.445625055
Madhavaram,Puthagaram,"Madhavaram, Puthagaram",14.34335714,2025,5.908629417,2.006155002,6.428572719
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2020,10.96348256,7.799079108,0.677164549
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2021,11.12150306,7.628910675,0.689312485
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2022,11.43223801,7.323338808,0.684149402
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2023,11.78611777,7.144512602,0.509095851
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2024,12.25456279,6.83214626,0.353017169
Madhavaram,Puzhal,"Madhavaram, Puzhal",19.43972622,2025,12.56729124,6.556572372,0.315862607
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2020,4.455214787,3.405998511,3.432787638
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2021,4.537903282,3.341735198,3.414362456
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2022,4.60357311,3.140341604,3.550086223
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2023,4.818985365,3.003541804,3.471473767
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2024,4.897554152,2.863787147,3.532659637
Madhavaram,Surapet,"Madhavaram, Surapet",11.29400094,2025,5.060971969,2.777975012,3.455053956
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2020,5.031812403,4.362315109,2.113647226
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2021,5.175570429,4.196742412,2.135461898
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2022,5.348908877,3.991359156,2.167506706
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2023,5.558049709,3.905695092,2.044029938
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2024,5.631830368,3.737263973,2.138680398
Madhavaram,Vadaperumbakkam,"Madhavaram, Vadaperumbakkam",11.50777474,2025,5.695470966,3.578610498,2.233693275
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2020,9.370397168,5.818476118,3.914580335
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2021,9.674377736,5.453180411,3.975895474
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2022,9.917412881,5.082232252,4.103808488
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2023,10.35883663,4.930610681,3.814006311
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2024,10.48085471,4.806215295,3.816383621
Madhavaram,Villakupattu,"Madhavaram, Villakupattu",19.10345362,2025,10.58333397,4.683635226,3.836484426
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2020,5.232943641,4.426317835,5.585840126
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2021,5.557502244,4.285638756,5.4019606
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2022,5.669756449,4.050085815,5.525259338
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2023,5.937747909,3.773203057,5.534150635
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2024,6.238098071,3.513240323,5.493763207
Mylapore,Chintadripet,"Mylapore, Chintadripet",15.2451016,2025,6.400316494,3.396438557,5.448346551
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2020,9.015588344,7.81264278,1.367081081
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2021,9.399552236,7.52198983,1.510471945
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2022,9.725019919,7.256669531,0.980632444
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2023,10.09981217,7.052148272,2.156716545
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2024,10.28518343,6.752444511,1.445772685
Mylapore,"Mylapore, (Part, I)","Mylapore, Mylapore, (Part, I)",16.25922127,2025,10.37000377,6.450336316,0.961386091
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2020,5.899817677,4.63498909,0.776529911
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2021,6.013116776,4.487284212,1.226037665
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2022,6.217051798,4.322383764,0.578773309
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2023,6.362804895,4.264982992,1.027457769
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2024,6.498202482,4.085679044,0.833020658
Mylapore,"Mylapore, (Part, II)","Mylapore, Mylapore, (Part, II)",9.789704564,2025,6.570072034,4.015732827,1.234981639
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2020,4.986455493,3.127853113,6.158962343
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2021,5.292434474,2.905280959,6.075555517
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2022,5.387023093,2.815750929,6.070496929
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2023,5.740040928,2.664253547,5.868976475
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2024,5.917212799,2.418867565,5.937190586
Mylapore,"Triplicane, (Part, I)","Mylapore, Triplicane, (Part, I)",14.27327095,2025,6.258985865,2.136399305,5.877885779
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2020,7.065050864,3.450431075,5.785190839
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2021,7.284856311,3.147314918,5.86850155
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2022,7.402611551,2.945359744,5.952701484
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2023,7.487816355,2.749264124,6.063592299
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2024,7.587675345,2.638708581,6.074288853
Mylapore,"Triplicane, (Part, II)","Mylapore, Triplicane, (Part, II)",16.30067278,2025,7.707493847,2.398466746,6.194712186
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2020,7.893083371,7.761259592,0.536330226
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2021,8.255300829,7.626003719,0.309368641
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2022,8.648158622,7.542098516,0.000416051
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2023,9.04317181,7.450663329,2.252354351
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2024,9.2950019,7.128558436,0.929015266
Perambur,Erukkencheri,"Perambur, Erukkencheri",16.19067319,2025,9.55530074,6.812200161,1.656464284
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2020,7.599937619,4.65862542,2.182416533
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2021,7.932414606,4.576576169,1.931988798
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2022,8.085767177,4.298498178,2.056714217
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2023,8.415097697,4.127591333,1.898290542
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2024,8.666409039,3.995301595,1.779268939
Perambur,Jambuli,"Perambur, Jambuli",14.44097957,2025,8.792947013,3.822652809,1.82537975
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2020,5.145864308,2.096388152,3.05803096
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2021,5.341190996,1.962057567,2.997034857
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2022,5.456456857,1.78482136,3.059005204
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2023,5.649016777,1.708194934,2.943071709
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2024,5.888174357,1.529608016,2.882501047
Perambur,Kodungaiyur,"Perambur, Kodungaiyur",10.30028342,2025,6.13533994,1.36597985,2.79896363
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2020,6.359227343,6.733373978,1.108626618
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2021,6.437722351,6.582174207,1.181331381
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2022,6.738945543,6.300860067,1.161422329
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2023,6.852673774,6.103293141,1.245261024
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2024,7.031862271,5.82567737,1.343688298
Perambur,"Perambur, (Part, I)","Perambur, Perambur, (Part, I)",14.20122794,2025,7.342050866,5.576091775,1.283085298
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2020,5.179968637,3.176641903,3.673786857
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2021,5.435711068,2.936084903,3.658601427
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2022,5.735661799,2.775701953,3.519033645
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2023,5.98083827,2.545061359,3.504497768
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2024,6.245422172,2.440273932,3.344701293
Perambur,"Perambur, (Part, II)","Perambur, Perambur, (Part, II)",12.0303974,2025,6.413978659,2.356814359,3.259604379
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2020,9.660913385,4.911131587,4.738720437
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2021,9.895795137,4.7816845,4.633285772
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2022,10.25172081,4.534417573,4.524627023
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2023,10.64655583,4.287192416,4.377017168
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2024,11.07223519,4.030772437,4.207757779
Perambur,"Perambur, (Part, III)","Perambur, Perambur, (Part, III)",19.31076541,2025,11.38543185,3.680285829,4.245047729
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2020,3.982203983,2.147784145,4.922254865
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2021,4.193098411,2.057216955,4.801927627
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2022,4.27850384,1.999544473,4.774194681
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2023,4.411260633,1.846484553,4.794497807
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2024,4.553225378,1.718697151,4.780320464
Perambur,Selvoyil,"Perambur, Selvoyil",11.05224299,2025,4.808346225,1.605700876,4.638195893
Perambur,Sembium,"Perambur, Sembium",12.70984234,2020,7.022666262,3.826010527,1.861165548
Perambur,Sembium,"Perambur, Sembium",12.70984234,2021,7.327580622,3.734422104,1.647839611
Perambur,Sembium,"Perambur, Sembium",12.70984234,2022,7.626665487,3.577052085,1.506124766
Perambur,Sembium,"Perambur, Sembium",12.70984234,2023,7.755859608,3.425969727,1.528013003
Perambur,Sembium,"Perambur, Sembium",12.70984234,2024,8.06853001,3.268504041,1.372808287
Perambur,Sembium,"Perambur, Sembium",12.70984234,2025,8.215646844,3.084198454,1.409997039
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2020,2.841472783,1.990419646,3.770291853
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2021,2.908368042,1.864714885,3.829101355
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2022,2.982670284,1.777101558,3.84241244
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2023,3.179967989,1.672934056,3.749282237
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2024,3.337828004,1.607688225,3.656668053
Purasawalkam,"Purasawalkam, (Part, I)","Purasawalkam, Purasawalkam, (Part, I)",8.602184282,2025,3.413921037,1.559403914,3.628859332
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2020,2.94091571,1.855582427,2.737527809
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2021,3.048016224,1.794594444,2.691415279
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2022,3.140574725,1.700032932,2.693418289
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2023,3.282273906,1.657920122,2.593831918
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2024,3.440399609,1.549290725,2.544335612
Purasawalkam,"Purasawalkam, (Part, II)","Purasawalkam, Purasawalkam, (Part, II)",7.534025946,2025,3.490389233,1.412897135,2.630739579
Purasawalkam,"V.O.C, Nagar","Purasawalkam, V.O.C, Nagar",18.81308601,2020,6.386053386,5.020072565,7.406960056
Purasawalkam,"V.O.C, Nagar","Purasawalkam, V.O.C, Nagar",18.81308601,2021,6.549547013,4.866929533,7.396609463
Purasawalkam,"V.O.C, Nagar","Purasawalkam, V.O.C, Nagar",18.81308601,2022,6.783006913,4.636133514,7.393945581
Purasawalkam,"V.O.C, Nagar","Purasawalkam, V.O.C, Nagar",18.81308601,2023,7.109697947,4.437962024,7.265426037
Purasawalkam,"V.O.C, Nagar","Purasawalkam, V.O.C, Nagar",18.81308601,2024,7.377797485,4.132963068,7.302325455
