Taluk,Locality,Location,Total_Area(sqkm),Year,Urban_Area(sqkm),Vegetation_Area(sqkm),Water_Area(sqkm)
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2013,7.248801813,8.105108133,0.94773991
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2014,7.524072768,7.962913253,0.95448385
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2015,7.799343723,7.820718374,0.943682431
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2016,8.074614678,7.678523494,0.95124289
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2017,8.349885633,7.536328615,0.945056079
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2018,8.625156588,7.394133735,0.950908117
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2019,8.900427543,7.251938856,0.954799976
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2020,9.175698498,7.109743976,0.946478953
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2021,9.385399171,6.993634671,0.852887586
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2022,9.769017386,6.746365698,0.716538342
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2023,9.969217169,6.643777604,0.618926655
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2024,10.16255323,6.473564995,0.595803198
Aminjikarai,Villivakkam,"Aminjikarai, Villivakkam",17.23192143,2025,10.50016317,6.222610284,0.509147975
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2010,5.907148148,4.821641514,5.827550617
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2011,6.16031164,4.741280822,5.837512248
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2012,6.413475132,4.66092013,5.904240277
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2013,6.666638624,4.580559438,5.814031611
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2014,6.919802116,4.500198746,5.881999214
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2015,7.172965608,4.419838055,5.904101427
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2016,7.4261291,4.339477363,5.886303305
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2017,7.679292592,4.259116671,5.877165001
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2018,7.932456084,4.178755979,5.840991503
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2019,8.185619576,4.098395287,5.902540396
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2020,8.438783068,4.018034595,5.851373476
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2021,8.735843428,3.714768422,5.857579289
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2022,9.008194467,3.479673078,5.820323594
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2023,9.256285476,3.381151449,5.670754214
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2024,9.387332369,3.28097932,5.63987945
Guindy,"Adyar, (Part, I)","Guindy, Adyar, (Part, I)",18.30819114,2025,9.711903794,3.103109023,5.493178322
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2010,5.175617456,3.916688417,1.971244321
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2011,5.397429633,3.851410277,1.951499307
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2012,5.619241809,3.786132136,1.967077774
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2013,5.841053986,3.720853996,1.974616299
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2014,6.062866163,3.655575856,1.978555392
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2015,6.28467834,3.590297715,1.958309396
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2016,6.506490516,3.525019575,1.967511274
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2017,6.728302693,3.459741435,1.969008444
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2018,6.95011487,3.394463295,1.958002721
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2019,7.171927046,3.329185154,1.977820045
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2020,7.393739223,3.263907014,1.97091413
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2021,7.514669854,3.18618203,1.927708483
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2022,7.65099553,3.092499337,1.8850655
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2023,7.948953191,2.87627558,1.803331597
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2024,8.172075544,2.648053388,1.808431435
Guindy,"Adyar, (Part, II)","Guindy, Adyar, (Part, II)",12.62856037,2025,8.438202773,2.549568918,1.640788677
Guindy,Alandur,"Guindy, Alandur",18.38838498,2010,6.239310482,9.54273317,1.535470739
Guindy,Alandur,"Guindy, Alandur",18.38838498,2011,6.506709502,9.383687618,1.533315834
Guindy,Alandur,"Guindy, Alandur",18.38838498,2012,6.774108523,9.224642065,1.509927003
Guindy,Alandur,"Guindy, Alandur",18.38838498,2013,7.041507544,9.065596512,1.522102077
Guindy,Alandur,"Guindy, Alandur",18.38838498,2014,7.308906564,8.906550959,1.51971717
Guindy,Alandur,"Guindy, Alandur",18.38838498,2015,7.576305585,8.747505406,1.516681017
Guindy,Alandur,"Guindy, Alandur",18.38838498,2016,7.843704605,8.588459853,1.514178752
Guindy,Alandur,"Guindy, Alandur",18.38838498,2017,8.111103626,8.429414301,1.526593499
Guindy,Alandur,"Guindy, Alandur",18.38838498,2018,8.378502647,8.270368748,1.526261029
Guindy,Alandur,"Guindy, Alandur",18.38838498,2019,8.645901667,8.111323195,1.510938022
Guindy,Alandur,"Guindy, Alandur",18.38838498,2020,8.913300688,7.952277642,1.522806648
Guindy,Alandur,"Guindy, Alandur",18.38838498,2021,9.045716156,7.797465324,1.545203498
Guindy,Alandur,"Guindy, Alandur",18.38838498,2022,9.294734529,7.479893843,1.613756605
Guindy,Alandur,"Guindy, Alandur",18.38838498,2023,9.703225361,7.386034341,1.299125276
Guindy,Alandur,"Guindy, Alandur",18.38838498,2024,9.983003646,7.178959703,1.226421628
Guindy,Alandur,"Guindy, Alandur",18.38838498,2025,10.15662965,7.05395582,1.177799508
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2010,4.214637909,3.39867671,1.210110302
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2011,4.395265248,3.342032099,1.212519554
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2012,4.575892586,3.285387487,1.200754613
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2013,4.756519925,3.228742875,1.21171104
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2014,4.937147264,3.172098263,1.207760777
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2015,5.117774603,3.115453651,1.201351471
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2016,5.298401942,3.058809039,1.209699549
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2017,5.479029281,3.002164428,1.207531516
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2018,5.65965662,2.945519816,1.220724852
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2019,5.840283959,2.888875204,1.200467526
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2020,6.020911298,2.832230592,1.21108568
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2021,6.144425458,2.635205914,1.284596199
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2022,6.388472368,2.546874861,1.128880342
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2023,6.538881948,2.451132107,1.074213516
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2024,6.646537077,2.395242389,1.022448105
Guindy,Ekkatuthangal,"Guindy, Ekkatuthangal",10.06422757,2025,6.819554098,2.26903511,0.975638362
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2010,1.589483386,3.222999067,0.814752982
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2011,1.657604102,3.169282416,0.814337273
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2012,1.725724819,3.115565765,0.821726892
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2013,1.793845535,3.061849114,0.81372761
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2014,1.861966252,3.008132463,0.820839823
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2015,1.930086968,2.954415812,0.822542738
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2016,1.998207685,2.90069916,0.813270215
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2017,2.066328401,2.846982509,0.807882264
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2018,2.134449118,2.793265858,0.823048494
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2019,2.202569834,2.739549207,0.81967723
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2020,2.270690551,2.685832556,0.815658163
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2021,2.356055658,2.571631353,0.844494258
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2022,2.412860302,2.484575123,0.874745843
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2023,2.529645338,2.435138912,0.807397018
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2024,2.64257418,2.374434342,0.755172746
Guindy,"Govt., Farm","Guindy, Govt., Farm",5.772181269,2025,2.744430764,2.290720711,0.737029794
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2010,3.08905028,6.92702858,2.826095788
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2011,3.221438149,6.811578104,2.848341178
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2012,3.353826018,6.696127628,2.87723101
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2013,3.486213887,6.580677151,2.844891917
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2014,3.618601756,6.465226675,2.863606432
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2015,3.750989625,6.349776199,2.838741104
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2016,3.883377494,6.234325722,2.850461289
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2017,4.015765364,6.118875246,2.8517877
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2018,4.148153233,6.00342477,2.873235761
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2019,4.280541102,5.887974293,2.840783668
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2020,4.412928971,5.772523817,2.851167472
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2021,4.488743473,5.591792012,2.956084775
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2022,4.73058956,5.523365173,2.782665528
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2023,4.929291916,5.41389098,2.693437364
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2024,5.162692471,5.314610645,2.559317145
Guindy,"Guindy, Park","Guindy, Guindy, Park",13.03662026,2025,5.408025431,5.173801716,2.454793114
Guindy,Kottur,"Guindy, Kottur",19.05094983,2010,4.647822654,6.479978669,7.05834217
Guindy,Kottur,"Guindy, Kottur",19.05094983,2011,4.847015053,6.371979024,7.078353319
Guindy,Kottur,"Guindy, Kottur",19.05094983,2012,5.046207452,6.26397938,7.044115729
Guindy,Kottur,"Guindy, Kottur",19.05094983,2013,5.245399852,6.155979735,7.014183584
Guindy,Kottur,"Guindy, Kottur",19.05094983,2014,5.444592251,6.047980091,7.064682955
Guindy,Kottur,"Guindy, Kottur",19.05094983,2015,5.643784651,5.939980446,6.991230849
Guindy,Kottur,"Guindy, Kottur",19.05094983,2016,5.84297705,5.831980802,6.944748629
Guindy,Kottur,"Guindy, Kottur",19.05094983,2017,6.04216945,5.723981157,7.054843843
Guindy,Kottur,"Guindy, Kottur",19.05094983,2018,6.241361849,5.615981513,7.007926928
Guindy,Kottur,"Guindy, Kottur",19.05094983,2019,6.440554249,5.507981868,6.988654893
Guindy,Kottur,"Guindy, Kottur",19.05094983,2020,6.639746648,5.399982224,7.011220959
Guindy,Kottur,"Guindy, Kottur",19.05094983,2021,7.069284357,5.23101698,6.750648494
Guindy,Kottur,"Guindy, Kottur",19.05094983,2022,7.416005565,4.902229343,6.732714922
Guindy,Kottur,"Guindy, Kottur",19.05094983,2023,7.722802371,4.655619395,6.672528065
Guindy,Kottur,"Guindy, Kottur",19.05094983,2024,7.910207437,4.533759204,6.60698319
Guindy,Kottur,"Guindy, Kottur",19.05094983,2025,8.347318434,4.181197166,6.522434231
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2010,4.274439153,4.980533226,4.279215378
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2011,4.457629402,4.897524339,4.214498302
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2012,4.640819652,4.814515452,4.229052702
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2013,4.824009901,4.731506565,4.244173363
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2014,5.007200151,4.648497678,4.250775684
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2015,5.1903904,4.565488791,4.213794003
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2016,5.373580649,4.482479903,4.262431059
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2017,5.556770899,4.399471016,4.265362569
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2018,5.739961148,4.316462129,4.277984596
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2019,5.923151398,4.233453242,4.213622417
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2020,6.106341647,4.150444355,4.239735857
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2021,6.436017612,3.908379502,4.152124746
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2022,6.694644737,3.81760084,3.984276282
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2023,6.81398843,3.549729574,4.132803855
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2024,7.062293281,3.475247086,3.958981492
Guindy,"T., Nagar","Guindy, T., Nagar",14.49652186,2025,7.164195579,3.258487458,4.073838821
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2010,1.3042902,2.130917773,1.429325906
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2011,1.360188351,2.095402477,1.42505079
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2012,1.416086503,2.059887181,1.424147545
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2013,1.471984654,2.024371885,1.43732647
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2014,1.527882805,1.988856588,1.449369709
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2015,1.583780957,1.953341292,1.428473517
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2016,1.639679108,1.917825996,1.432182976
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2017,1.69557726,1.8823107,1.432467115
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2018,1.751475411,1.846795403,1.449010776
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2019,1.807373563,1.811280107,1.447696665
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2020,1.863271714,1.775764811,1.436887232
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2021,1.911418811,1.696160681,1.468344265
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2022,1.960883596,1.646005502,1.46903466
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2023,2.062045884,1.571163577,1.442714297
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2024,2.173637368,1.495714064,1.406572325
Guindy,Venkatapuram,"Guindy, Venkatapuram",5.075923758,2025,2.25671081,1.463202156,1.356010792
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2010,2.974004439,3.309938783,3.507129854
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2011,3.101461772,3.254773136,3.48855771
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2012,3.228919105,3.19960749,3.536636879
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2013,3.356376438,3.144441844,3.518318327
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2014,3.483833771,3.089276197,3.484361897
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2015,3.611291105,3.034110551,3.543695323
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2016,3.738748438,2.978944905,3.492446389
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2017,3.866205771,2.923779258,3.497185782
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2018,3.993663104,2.868613612,3.538196118
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2019,4.121120437,2.813447965,3.479745181
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2020,4.24857777,2.758282319,3.508876957
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2021,4.488766996,2.606150316,3.420819734
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2022,4.708506214,2.474287638,3.332943193
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2023,4.882416291,2.344021155,3.2892996
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2024,4.976057454,2.177485723,3.362193869
Madhavaram,Chettimedu,"Madhavaram, Chettimedu",10.51573705,2025,5.087686706,2.121071533,3.306978807
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2010,3.876778596,8.164670911,2.353708065
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2011,4.04292625,8.028593063,2.347562482
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2012,4.209073904,7.892515214,2.32152221
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2013,4.375221558,7.756437366,2.330643506
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2014,4.541369212,7.620359517,2.327213386
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2015,4.707516866,7.484281669,2.316948484
Madhavaram,Kadhirvedu,"Madhavaram, Kadhirvedu",14.68208444,2016,4.873664521,7.34820382,2.360708364
